PMT, p0, p1, p2, U00, U10, U11, U20, U21, U22, 
413, 18.4095, 11.7611, 0.208316, 0.9201, 0.00638486, 0.140023, -0.00802475, -0.00299365, 0.00992059
414, 19.0506, 11.7197, 0.200956, 1.04819, 0.00567565, 0.146363, -0.00868709, -0.00295905, 0.0105898
415, 16.429, 11.5389, 0.207206, 0.924626, -0.00151963, 0.150925, -0.00887943, -0.0025144, 0.0111488
417, 16.6145, 11.5931, 0.219003, 1.91434, -0.0116268, 0.303973, -0.0228075, -0.00461274, 0.0245922
418, 18.1754, 11.5369, 0.1972, 2.26999, 0.00690851, 0.308702, -0.0209887, -0.00577008, 0.023937
419, 16.7176, 11.4496, 0.197993, 1.79447, 0.0115074, 0.264508, -0.0184788, -0.0054933, 0.0206809
420, 22.7669, 11.6322, 0.1959, 2.3697, 0, 0.1129, 0, 0, 0.0240
421, 16.5196, 11.5699, 0.206677, 1.66467, 0.00636307, 0.263751, -0.017533, -0.00517831, 0.020186
422, 17.5206, 11.6951, 0.20264, 2.09836, 0.00128097, 0.300455, -0.0216512, -0.00519984, 0.0236865
423, 17.3143, 11.7567, 0.205548, 1.74809, 0.00302894, 0.266245, -0.0173402, -0.00481607, 0.020097
424, 18.8025, 11.6723, 0.192618, 2.25663, 0.00946812, 0.290165, -0.0202556, -0.00548813, 0.022506
425, 15.4372, 11.6983, 0.246771, 2.1073, -0.0447784, 0.386148, -0.0326742, -0.00422519, 0.0324745
426, 21.4214, 11.7092, 0.162415, 2.10618, 0.0157944, 0.216375, -0.0115835, -0.00436897, 0.0148912
427, 18.3197, 11.5901, 0.185997, 1.94919, 0.0205332, 0.255456, -0.0166436, -0.00578503, 0.0190691
428, 15.5427, 11.7414, 0.228688, 1.81489, -0.0129791, 0.322544, -0.0245963, -0.0050347, 0.0259873
429, 19.8808, 11.5239, 0.169535, 2.25705, 0.0277746, 0.254673, -0.0150648, -0.00606648, 0.0181274
430, 18.5201, 11.6785, 0.192243, 1.97639, 0.0124438, 0.271381, -0.0160084, -0.00547, 0.019617
432, 16.2194, 11.5495, 0.21082, 1.79304, -0.00449995, 0.285874, -0.0203824, -0.00471571, 0.0227028
433, 20.3546, 11.5811, 0.169168, 1.77143, 0.0203762, 0.197991, -0.0111087, -0.00461118, 0.0137774
434, 16.8308, 11.6776, 0.204703, 1.90792, -0.00138537, 0.289198, -0.0201872, -0.0048371, 0.0225977
435, 16.1769, 11.5845, 0.212605, 1.83411, 0.00378384, 0.296374, -0.0216042, -0.00565352, 0.0235066
436, 20.6799, 11.6408, 0.167326, 2.08367, 0.0235311, 0.226964, -0.0128406, -0.00525132, 0.0157995
437, 21.9742, 11.7023, 0.170203, 2.23103, 0.015895, 0.229293, -0.0133747, -0.00465486, 0.0163782
438, 17.244, 11.5206, 0.194149, 1.94546, 0.0164538, 0.278271, -0.0186331, -0.00603257, 0.0212209
439, 17.598, 11.5839, 0.20636, 1.92805, 0.00501941, 0.281054, -0.0198236, -0.00534138, 0.0220233
440, 17.244, 11.8343, 0.22008, 2.05148, -0.00242051, 0.324049, -0.0238332, -0.00568393, 0.02552
441, 16.7511, 11.6316, 0.212069, 1.98284, 0.00564093, 0.310735, -0.0224549, -0.00603168, 0.0244694
442, 20.8555, 11.5429, 0.16751, 1.79699, 0.0185962, 0.193175, -0.0107737, -0.00436848, 0.0134829
443, 16.8946, 11.3716, 0.191988, 1.61059, 0.0200682, 0.237307, -0.0148217, -0.00573007, 0.017558
446, 17.0102, 11.8694, 0.220794, 1.88812, -0.00140432, 0.306529, -0.0219894, -0.00545122, 0.0238593
447, 15.6919, 11.671, 0.22151, 1.93993, -0.0192759, 0.324627, -0.0256407, -0.00439161, 0.0266903
448, 20.2622, 11.6803, 0.171468, 1.59172, 0.0152281, 0.185896, -0.00947263, -0.00403246, 0.0124752
449, 21.0339, 11.5684, 0.165837, 1.96438, 0.0238181, 0.208036, -0.0117683, -0.00499108, 0.0144516
450, 26.2343, 11.4588, 0.14365, 3.19853, 0.0102589, 0.233484, -0.0108197, -0.00385624, 0.0154123
451, 17.1911, 11.5185, 0.194249, 1.88346, 0.0205039, 0.271199, -0.0182804, -0.00626395, 0.0206045
452, 15.4282, 11.6637, 0.250749, 2.10438, -0.0259987, 0.39473, -0.0334018, -0.00610021, 0.0330829
453, 20.0478, 11.6385, 0.175812, 1.86005, 0.0192341, 0.217135, -0.0127603, -0.00488615, 0.015464
454, 19.5356, 11.5196, 0.161747, 1.91231, 0.0219558, 0.211209, -0.0117655, -0.00481501, 0.0146956
455, 19.3469, 11.6801, 0.180487, 2.33217, 0.0243363, 0.28719, -0.0175967, -0.00644664, 0.0207875
456, 24.8544, 11.7885, 0.158929, 2.13574, 0.010196, 0.189276, -0.00922597, -0.00348487, 0.0125871
457, 17.9635, 11.9083, 0.215111, 2.04839, 0.00328706, 0.307679, -0.022277, -0.0057057, 0.0239149
458, 16.5816, 11.775, 0.216282, 1.91451, 0.00494447, 0.311505, -0.0225166, -0.00601306, 0.0243323
459, 19.0233, 11.6407, 0.190107, 1.84959, 0.00795076, 0.234735, -0.015644, -0.00443225, 0.0179219
460, 18.1027, 11.6885, 0.20582, 1.95369, 0.00432308, 0.278251, -0.0194696, -0.00516732, 0.0216305
461, 17.2489, 11.6514, 0.212362, 1.70302, 0.00220343, 0.2621, -0.0182581, -0.00486691, 0.0203933
462, 16.3098, 11.5501, 0.212058, 2.27866, -0.00407155, 0.345676, -0.0289145, -0.0058746, 0.0290091
463, 18.1769, 11.479, 0.192802, 1.82787, 0.0127039, 0.24785, -0.0159712, -0.00520418, 0.018721
